,0,1,2,3
0,0,[   1    7    8 ... 2879 2882 2883],[ 0  1  2  7 15],"[1266.517054925149, 7080, 13218.171052200038]"
1,0,[   0    1    2 ... 2877 2878 2880],[ 2  3  6  7  8 11 12 13 14],"[868.1601085429243, 13068, 13086.067616382119]"
2,0,[   0    1    2 ... 2881 2882 2883],[ 0  1  3  4  5  6  7  8  9 11 12 13 14 15 16],"[1015.0517091477053, 20730, 13784.313797070226]"
3,0,[   1    3    4 ... 2876 2880 2881],[ 2  3  4  5  6  7  8 10 12 14 15],"[934.5688380346878, 16203, 13506.13879381189]"
4,0,[   1    4    5 ... 2880 2881 2883],[ 0  1  2  4  7  8 14 15],"[1169.5388954624534, 11368, 13130.109233919762]"
5,0,[   0    1    2 ... 2879 2880 2881],[ 1  4  8 11 12 13 14 15],"[872.3842380359431, 11560, 13784.351275248142]"
6,0,[   0    1    2 ... 2877 2878 2881],[ 4  5  7  8  9 12 15 16],"[875.0492724421212, 11592, 14052.342882997471]"
7,0,[   1    2    5 ... 2880 2882 2883],[ 0  1  2  4  5  7  8  9 10 11 13 15],"[1198.675463468541, 17532, 13871.21058038314]"
8,0,[   0    1    2 ... 2879 2882 2883],[ 0  1  2  3  4  5  6  9 12 13 14],"[1102.5467529769687, 15961, 13406.97591579117]"
9,0,[   0    1    2 ... 2881 2882 2883],[ 0  1  2  3  5  6  7  8  9 10 11 13 15],"[1168.0494678015007, 18824, 13820.189233382744]"
10,0,[   1    2    5 ... 2880 2882 2883],[ 0  1  2  4  5  7  8  9 10 11 13 15],"[1198.8852285222629, 17520, 13875.110562875958]"
11,0,[   1    4    5 ... 2880 2881 2883],[ 0  1  2  4  7  8 14 15],"[1169.008268604321, 11376, 13125.257002923716]"
12,0,[   1    3    4 ... 2876 2880 2881],[ 2  3  4  5  6  7  8 10 12 14 15],"[934.5688380346878, 16203, 13506.13879381189]"
13,0,[   0    1    3 ... 2877 2879 2881],[ 1  5  7  8 15 16],"[877.5540003231467, 8556, 13705.033116515215]"
14,0,[   1    2    5 ... 2880 2882 2883],[ 0  1  2  4  5  7  8  9 10 11 13 15],"[1198.8079641824868, 17520, 13854.744013231453]"
15,0,[   0    1    2 ... 2877 2878 2881],[ 4  5  7  8  9 12 15 16],"[875.8446451471464, 11600, 14072.239958197086]"
16,0,[   0    2    3 ... 2876 2879 2881],[ 4  6  8 13 14 15],"[681.311007703563, 8592, 13934.703904640732]"
17,0,[   1    2    4 ... 2879 2880 2882],[ 1  2  4  7  8 12 13 15],"[1033.6095934987504, 11832, 13860.3260243362]"
18,0,[   0    1    2 ... 2879 2882 2883],[ 0  1  2  3  4  5  6  9 12 13 14],"[1102.5467529769687, 15961, 13406.97591579117]"
19,0,[   1    3    4 ... 2881 2882 2883],[ 0  2  4  7  8 14 15],"[1155.5817626454968, 10045, 13360.02167207249]"
20,1,[   1    7    8 ... 2879 2882 2883],[ 0  1  2  7 15],"[1266.517054925149, 7080, 13218.171052200038]"
21,1,[   0    1    2 ... 2877 2878 2880],[ 2  3  6  7  8 11 12 13 14],"[868.1601085429243, 13068, 13086.067616382119]"
22,1,[   0    1    2 ... 2881 2882 2883],[ 0  1  3  4  5  6  7  8  9 11 12 13 14 15 16],"[1015.0517091477053, 20730, 13784.313797070226]"
23,1,[   1    3    4 ... 2876 2880 2881],[ 2  3  4  5  6  7  8 10 12 14 15],"[934.5688380346878, 16203, 13506.13879381189]"
24,1,[   1    4    5 ... 2880 2881 2883],[ 0  1  2  4  7  8 14 15],"[1169.5388954624534, 11368, 13130.109233919762]"
25,1,[   0    1    2 ... 2879 2880 2881],[ 1  4  8 11 12 13 14 15],"[872.3842380359431, 11560, 13784.351275248142]"
26,1,[   0    1    2 ... 2877 2878 2881],[ 4  5  7  8  9 12 15 16],"[875.0492724421212, 11592, 14052.342882997471]"
27,1,[   1    2    5 ... 2880 2882 2883],[ 0  1  2  4  5  7  8  9 10 11 13 15],"[1198.675463468541, 17532, 13871.21058038314]"
28,1,[   0    1    2 ... 2879 2882 2883],[ 0  1  2  3  4  5  6  9 12 13 14],"[1102.5467529769687, 15961, 13406.97591579117]"
