,0,1,2,3
0,0,[   0    1    3 ... 2879 2881 2882],[ 2  5  8 10 11 12 13 15],"[909.7499758859523, 0.9944250871080139, 4.6882934090756585e-06]"
1,0,[   0    1    4 ... 2878 2879 2882],[ 2  4  6 11 16],"[1012.6481941910743, 0.9963396778916545, 4.945201851308139e-06]"
2,0,[   5    9   10 ... 2876 2879 2880],[ 1  2  3  4  5  7  9 10 12 14 15 16],"[1065.9429697033752, 0.9914407988587732, 4.8513125463953094e-06]"
3,0,[   2    3    7 ... 2871 2872 2875],[ 2  4  5  6  8  9 10 12 15 16],"[1017.5414257756591, 0.9930986887508627, 4.976258311404924e-06]"
4,0,[   0    1    3 ... 2876 2878 2879],[ 2  5  6  7  9 10 11 12 13 14],"[952.1374207627524, 0.9932065217391305, 4.861672647024112e-06]"
5,0,[   1    2    4 ... 2879 2881 2883],[ 0  1  3  4  6  7  8 12 14 15],"[1049.3081057153897, 0.9930843706777317, 4.558022513681529e-06]"
6,0,[   0    1    3 ... 2874 2876 2879],[ 1  5  8 10 11 13 16],"[894.2164924281915, 0.9951956074124915, 4.513011664388989e-06]"
7,0,[   0    1    6 ... 2881 2882 2883],[ 0  1  4  7 11 16],"[1147.643293359003, 0.995965030262273, 4.500910577056002e-06]"
8,0,[   5    6    7 ... 2878 2881 2883],[ 0  1  2  3 12 14 15 16],"[1176.5040292728957, 0.9944405837387075, 4.7644289495763495e-06]"
9,0,[   3    5    6 ... 2878 2879 2882],[ 1  6  7 11],"[895.4392418127364, 0.9970781592403214, 4.572948437139035e-06]"
10,0,[   5    6    7 ... 2878 2881 2883],[ 0  1  2  3 12 14 15 16],"[1176.5040292728957, 0.9944405837387075, 4.7644289495763495e-06]"
11,0,[   3    5    6 ... 2878 2879 2882],[ 1  6  7 11],"[895.4392418127364, 0.9970781592403214, 4.572948437139035e-06]"
12,0,[   0    3    5 ... 2878 2879 2883],[ 0  2  3  5  6 11 12 13],"[1053.8415598414763, 0.9944674965421854, 4.443555538633869e-06]"
13,0,[   2    3    7 ... 2871 2872 2875],[ 2  4  5  6  8  9 10 12 15 16],"[1017.5414257756591, 0.9930986887508627, 4.976258311404924e-06]"
14,0,[   2    5    7 ... 2872 2875 2879],[ 2  3  4  5  6  9 10 12 15 16],"[1065.5895362891174, 0.9931926480599047, 4.9009932814798525e-06]"
15,0,[   0    1    2 ... 2878 2879 2881],[ 5  7  9 12 14],"[827.3134797330196, 0.9965870307167235, 4.7668023710556315e-06]"
16,0,[   0    1    4 ... 2878 2879 2882],[ 2  4  6 11 16],"[1012.6481941910743, 0.9963396778916545, 4.945201851308139e-06]"
17,0,[   0    1    3 ... 2876 2878 2879],[ 2  5  6  7  9 10 11 12 13 14],"[952.1374207627524, 0.9932065217391305, 4.861672647024112e-06]"
18,0,[   2    3    7 ... 2871 2872 2875],[ 2  4  5  6  8  9 10 12 15 16],"[1017.077510625446, 0.993103448275862, 4.973008151249458e-06]"
19,0,[   0    1    6 ... 2881 2882 2883],[ 0  1  4  7 11 16],"[1148.1949957743284, 0.9959623149394348, 4.503833089555769e-06]"
20,1,[   0    1    3 ... 2879 2881 2882],[ 2  5  8 10 11 12 13 15],"[909.7499758859523, 0.9944250871080139, 4.6882934090756585e-06]"
21,1,[   0    1    4 ... 2878 2879 2882],[ 2  4  6 11 16],"[1012.6481941910743, 0.9963396778916545, 4.945201851308139e-06]"
22,1,[   5    9   10 ... 2876 2879 2880],[ 1  2  3  4  5  7  9 10 12 14 15 16],"[1065.9429697033752, 0.9914407988587732, 4.8513125463953094e-06]"
23,1,[   2    3    7 ... 2871 2872 2875],[ 2  4  5  6  8  9 10 12 15 16],"[1017.5414257756591, 0.9930986887508627, 4.976258311404924e-06]"
24,1,[   0    1    3 ... 2876 2878 2879],[ 2  5  6  7  9 10 11 12 13 14],"[952.1374207627524, 0.9932065217391305, 4.861672647024112e-06]"
25,1,[   1    2    4 ... 2879 2881 2883],[ 0  1  3  4  6  7  8 12 14 15],"[1049.3081057153897, 0.9930843706777317, 4.558022513681529e-06]"
