,0,1,2,3
0,0,[   1    2    3 ... 2879 2880 2883],[ 0  1  3  4  6  7  8  9 11 12 13 14 15 16],"[1056.4396186250053, 0.9901685393258427, 4.8060354427146525e-06]"
1,0,[   3    4    6 ... 2879 2882 2883],[ 0  1  2  3  5  6  8  9 10 12 14],"[1176.4521531444495, 0.9923611111111111, 4.813307480856064e-06]"
2,0,[   0    1    2 ... 2879 2882 2883],[ 0  1  4  6  7 10 12],"[1144.7694078152538, 0.9950911640953717, 4.569324431774164e-06]"
3,0,[   1    3    4 ... 2879 2881 2883],[ 0  1  2  5  8  9 12 14 16],"[1181.5281555832807, 0.9938608458390177, 4.6651836742951144e-06]"
4,0,[   1    2    3 ... 2878 2881 2883],[ 0  1  4  6  8 13 15 16],"[1109.1338148367447, 0.9946200403496974, 4.693993237538576e-06]"
5,0,[   1    5   10 ... 2881 2882 2883],[ 0  1  2  3  4  5  6  8  9 10 11 15],"[1211.8485778788802, 0.9917069799585349, 4.795125236588064e-06]"
6,0,[   3    6    8 ... 2880 2882 2883],[ 0  1  3  4  6  8 12 13 15],"[1052.5407780242658, 0.9936440677966102, 4.493098710917437e-06]"
7,0,[   0    1    2 ... 2879 2882 2883],[ 0  1  5  8 10 11 12],"[1013.0965092402466, 0.9952087611225188, 4.262280635984157e-06]"
8,0,[   1    2    3 ... 2881 2882 2883],[ 0  1  2  3  4  5  6  9 12 14 16],"[1166.9065534957117, 0.9924502402196294, 4.6335079726706674e-06]"
9,0,[   0    1    2 ... 2876 2878 2883],[ 0  1  2  3  6  7  9 10 11 13 14 15 16],"[1178.5763053864603, 0.9909217877094972, 4.947441211569265e-06]"
10,0,[   0    2    3 ... 2872 2878 2883],[ 0  1  4  6  7 12],"[1050.8595227057172, 0.9958100558659218, 4.49315228963706e-06]"
11,0,[   0    1    2 ... 2876 2878 2883],[ 0  1  2  3  6  7  9 10 11 13 14 15 16],"[1178.5763053864603, 0.9909217877094972, 4.947441211569265e-06]"
12,0,[   0    1    2 ... 2879 2882 2883],[ 0  1  4  6  7 10 12],"[1144.7694078152538, 0.9950911640953717, 4.569324431774164e-06]"
13,0,[   3    4    5 ... 2880 2882 2883],[ 0  1  2  7  8  9 10 16],"[1287.755504025604, 0.994475138121547, 4.86840184695755e-06]"
14,0,[   1    3    4 ... 2879 2881 2883],[ 0  1  2  5  8  9 12 14 16],"[1181.5281555832807, 0.9938608458390177, 4.6651836742951144e-06]"
15,0,[   0    1    2 ... 2879 2882 2883],[ 0  1  4  6  7 10 12],"[1144.7694078152538, 0.9950911640953717, 4.569324431774164e-06]"
16,0,[   0    1    2 ... 2880 2882 2883],[ 0  1  2  4  5  6  7 12],"[1131.1857313907924, 0.994475138121547, 4.515546723239543e-06]"
17,0,[   0    1    2 ... 2876 2878 2883],[ 0  1  2  3  6  7  9 10 11 13 14 15 16],"[1178.5763053864603, 0.9909217877094972, 4.947441211569265e-06]"
18,0,[   0    1    5 ... 2881 2882 2883],[ 0  1  6  8  9 11 12 14 15],"[1083.9527187997137, 0.9939230249831195, 4.7675590637535274e-06]"
19,0,[   1    3    4 ... 2879 2881 2883],[ 0  1  2  5  8  9 12 14 16],"[1181.3589707107037, 0.9938566552901024, 4.657898798443342e-06]"
20,1,[   1    2    3 ... 2879 2880 2883],[ 0  1  3  4  6  7  8  9 11 12 13 14 15 16],"[1056.4396186250053, 0.9901685393258427, 4.8060354427146525e-06]"
21,1,[   3    4    6 ... 2879 2882 2883],[ 0  1  2  3  5  6  8  9 10 12 14],"[1176.4521531444495, 0.9923611111111111, 4.813307480856064e-06]"
22,1,[   0    1    2 ... 2879 2882 2883],[ 0  1  4  6  7 10 12],"[1144.7694078152538, 0.9950911640953717, 4.569324431774164e-06]"
23,1,[   1    3    4 ... 2879 2881 2883],[ 0  1  2  5  8  9 12 14 16],"[1181.5281555832807, 0.9938608458390177, 4.6651836742951144e-06]"
24,1,[   1    2    3 ... 2878 2881 2883],[ 0  1  4  6  8 13 15 16],"[1109.1338148367447, 0.9946200403496974, 4.693993237538576e-06]"
25,1,[   1    5   10 ... 2881 2882 2883],[ 0  1  2  3  4  5  6  8  9 10 11 15],"[1211.8485778788802, 0.9917069799585349, 4.795125236588064e-06]"
26,1,[   3    6    8 ... 2880 2882 2883],[ 0  1  3  4  6  8 12 13 15],"[1052.5407780242658, 0.9936440677966102, 4.493098710917437e-06]"
27,1,[   0    1    2 ... 2879 2882 2883],[ 0  1  5  8 10 11 12],"[1013.0965092402466, 0.9952087611225188, 4.262280635984157e-06]"
28,1,[   1    2    3 ... 2881 2882 2883],[ 0  1  2  3  4  5  6  9 12 14 16],"[1166.9065534957117, 0.9924502402196294, 4.6335079726706674e-06]"
29,1,[   0    1    2 ... 2876 2878 2883],[ 0  1  2  3  6  7  9 10 11 13 14 15 16],"[1178.5763053864603, 0.9909217877094972, 4.947441211569265e-06]"
