,0,1,2,3
0,0,[   0    1    2 ... 2879 2881 2883],[ 0  1  4  5  6  8 15],"[1039.841382637004, 10409, 12569.714899702929]"
1,0,[   1    2    3 ... 2881 2882 2883],[ 0  1  4  6  9 11 15],"[1276.9203968931924, 10248, 14143.982802112603]"
2,0,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
3,0,[   0    1    4 ... 2876 2880 2883],[ 0  1  3  7  9 10 11 15],"[1256.7576490913652, 11864, 13890.865115583945]"
4,0,[   0    1    2 ... 2879 2881 2883],[ 0  1  3  9 11 12 13 16],"[1116.6571662769688, 11640, 13746.737468971789]"
5,0,[   0    1    6 ... 2881 2882 2883],[ 0  1  2  3  6  7  8  9 10 11 12],"[1172.737194121582, 15851, 13659.064965309773]"
6,0,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.5206449723585, 14290, 13278.150923688605]"
7,0,[   0    1    2 ... 2874 2877 2882],[ 5  6 10 14 15],"[731.0809011519198, 7235, 13769.822509885096]"
8,0,[   0    1    2 ... 2880 2882 2883],[ 0  1  6  7  9 10 11 13 14 16],"[1095.246255893849, 14260, 14306.558087703026]"
9,0,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
10,0,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1012.8626061164111, 14560, 14431.273998535806]"
11,0,[   0    1    4 ... 2876 2880 2883],[ 0  1  3  7  9 10 11 15],"[1256.8100419439481, 11856, 13899.411084583833]"
12,0,[   0    1    2 ... 2881 2882 2883],[ 0  1  2  4  6  9 14 15],"[1315.278262634765, 11880, 14594.802004550273]"
13,0,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1116.9687414005575, 14300, 13272.205221825028]"
14,0,[   0    2    6 ... 2877 2882 2883],[ 0  5  8  9 10 12 14 15],"[1013.7081152806983, 11440, 13374.407847541446]"
15,0,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.4664309293803, 13095, 12838.723509303833]"
16,0,[   1    3    7 ... 2874 2878 2883],[ 0  1  5  7  8 10 12 15 16],"[1093.5013060148408, 13140, 13000.148646811413]"
17,0,[   1    2    3 ... 2881 2882 2883],[ 0  1  4  6  9 11 15],"[1276.6628752857712, 10255, 14135.38000081301]"
18,0,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.5206449723585, 14290, 13278.150923688605]"
19,0,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
20,1,[   0    1    2 ... 2879 2881 2883],[ 0  1  4  5  6  8 15],"[1039.841382637004, 10409, 12569.714899702929]"
21,1,[   1    2    3 ... 2881 2882 2883],[ 0  1  4  6  9 11 15],"[1276.9203968931924, 10248, 14143.982802112603]"
22,1,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
23,1,[   0    1    4 ... 2876 2880 2883],[ 0  1  3  7  9 10 11 15],"[1256.7576490913652, 11864, 13890.865115583945]"
24,1,[   0    1    2 ... 2879 2881 2883],[ 0  1  3  9 11 12 13 16],"[1116.6571662769688, 11640, 13746.737468971789]"
25,1,[   0    1    6 ... 2881 2882 2883],[ 0  1  2  3  6  7  8  9 10 11 12],"[1172.737194121582, 15851, 13659.064965309773]"
26,1,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.5206449723585, 14290, 13278.150923688605]"
27,1,[   0    1    2 ... 2874 2877 2882],[ 5  6 10 14 15],"[731.0809011519198, 7235, 13769.822509885096]"
28,1,[   0    1    2 ... 2880 2882 2883],[ 0  1  6  7  9 10 11 13 14 16],"[1095.246255893849, 14260, 14306.558087703026]"
29,1,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
30,1,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
31,1,[   0    1    4 ... 2876 2880 2883],[ 0  1  3  7  9 10 11 15],"[1256.7576490913652, 11864, 13890.865115583945]"
32,1,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1993076444245, 14540, 14440.202067076738]"
33,1,[   2    6    7 ... 2880 2882 2883],[ 0  1  6  7 10 11 13 14 16],"[1053.1763308049199, 12825, 14051.288157532232]"
34,1,[   1    4    5 ... 2878 2880 2883],[ 0  1  2  5  6 12 13 14 16],"[1102.20464352937, 12807, 13174.827614873422]"
35,1,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
36,1,[   0    1    5 ... 2878 2879 2880],[ 2  3  4 10 12 15 16],"[1059.0134305516829, 10066, 14552.274848635601]"
37,1,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
38,1,[   0    1    4 ... 2878 2879 2883],[ 0  1  2  4  6  9 12 16],"[1284.4964904735864, 11624, 13776.022899645417]"
39,1,[   0    1    2 ... 2879 2881 2883],[ 0  1  3  9 11 12 13 16],"[1116.6571662769688, 11640, 13746.737468971789]"
40,2,[   0    1    2 ... 2879 2881 2883],[ 0  1  4  5  6  8 15],"[1039.841382637004, 10409, 12569.714899702929]"
41,2,[   1    2    3 ... 2881 2882 2883],[ 0  1  4  6  9 11 15],"[1276.9203968931924, 10248, 14143.982802112603]"
42,2,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
43,2,[   0    1    4 ... 2876 2880 2883],[ 0  1  3  7  9 10 11 15],"[1256.7576490913652, 11864, 13890.865115583945]"
44,2,[   0    1    2 ... 2879 2881 2883],[ 0  1  3  9 11 12 13 16],"[1116.6571662769688, 11640, 13746.737468971789]"
45,2,[   0    1    6 ... 2881 2882 2883],[ 0  1  2  3  6  7  8  9 10 11 12],"[1172.737194121582, 15851, 13659.064965309773]"
46,2,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.5206449723585, 14290, 13278.150923688605]"
47,2,[   0    1    2 ... 2874 2877 2882],[ 5  6 10 14 15],"[731.0809011519198, 7235, 13769.822509885096]"
48,2,[   0    1    2 ... 2880 2882 2883],[ 0  1  6  7  9 10 11 13 14 16],"[1095.246255893849, 14260, 14306.558087703026]"
49,2,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
50,2,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
51,2,[   1    2    3 ... 2881 2882 2883],[ 0  1  4  6  9 11 15],"[1276.9203968931924, 10248, 14143.982802112603]"
52,2,[   0    2    5 ... 2878 2880 2883],[ 0  1  6  7  9 10 11 14 16],"[1123.0152026930366, 12762, 14368.147050625657]"
53,2,[   0    1    2 ... 2876 2878 2883],[ 0  1  2  3  7  8 14 16],"[1154.578213032048, 11528, 13400.277482425496]"
54,2,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.8156754858805, 14280, 13258.90830332133]"
55,2,[   0    1    2 ... 2879 2881 2883],[ 0  1  3  9 11 12 13 16],"[1116.3854120183346, 11648, 13764.096158533797]"
56,2,[   0    6    7 ... 2876 2880 2883],[ 0  1  4  6  7  8  9 12 13 15],"[1104.8009948233455, 14530, 13497.882682126687]"
57,2,[   0    1    5 ... 2879 2882 2883],[ 0  1  5  6  7  8 11 12 15],"[1036.3753162333692, 12762, 12792.066804639202]"
58,2,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1009.8161352972116, 14540, 14445.79942074607]"
59,2,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1121.352076331361, 14300, 13276.861807672745]"
60,3,[   0    1    2 ... 2879 2881 2883],[ 0  1  4  5  6  8 15],"[1039.841382637004, 10409, 12569.714899702929]"
61,3,[   1    2    3 ... 2881 2882 2883],[ 0  1  4  6  9 11 15],"[1276.9203968931924, 10248, 14143.982802112603]"
62,3,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
63,3,[   0    1    4 ... 2876 2880 2883],[ 0  1  3  7  9 10 11 15],"[1256.7576490913652, 11864, 13890.865115583945]"
64,3,[   0    1    2 ... 2879 2881 2883],[ 0  1  3  9 11 12 13 16],"[1116.6571662769688, 11640, 13746.737468971789]"
65,3,[   0    1    6 ... 2881 2882 2883],[ 0  1  2  3  6  7  8  9 10 11 12],"[1172.737194121582, 15851, 13659.064965309773]"
66,3,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.5206449723585, 14290, 13278.150923688605]"
67,3,[   0    1    2 ... 2874 2877 2882],[ 5  6 10 14 15],"[731.0809011519198, 7235, 13769.822509885096]"
68,3,[   0    1    2 ... 2880 2882 2883],[ 0  1  6  7  9 10 11 13 14 16],"[1095.246255893849, 14260, 14306.558087703026]"
69,3,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
70,3,[   0    1    2 ... 2880 2882 2883],[ 0  1  6  7  9 10 11 13 14 16],"[1095.246255893849, 14260, 14306.558087703026]"
71,3,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
72,3,[   0    4    6 ... 2877 2880 2883],[ 0  1  2  4  7  8 10 11 13],"[1186.4828464506077, 12735, 12991.23626622173]"
73,3,[   0    1    2 ... 2879 2882 2883],[ 0  2  4  6  8 12 14 15],"[1082.0578616888374, 11744, 12904.431530163643]"
74,3,[   0    1    2 ... 2880 2882 2883],[ 0  1  6  7  9 10 11 13 14 16],"[1095.897872723915, 14250, 14300.968484579873]"
75,3,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1012.6585086295058, 14560, 14446.474515263671]"
76,3,[   0    1    5 ... 2880 2881 2882],[ 1  2  6  7  8 10 12 16],"[1039.044997408489, 11712, 13390.44924813669]"
77,3,[   0    1    4 ... 2876 2877 2880],[ 1  2  4  5  6  7 10 12 13 14],"[950.8664229332899, 14650, 13758.694273824973]"
78,3,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.5206449723585, 14290, 13278.150923688605]"
79,3,[   1    7   10 ... 2878 2879 2880],[ 1  3  6  8  9 10 12 14 15 16],"[1013.1818255145781, 14550, 14440.839909727094]"
80,4,[   0    1    2 ... 2879 2881 2883],[ 0  1  4  5  6  8 15],"[1039.841382637004, 10409, 12569.714899702929]"
81,4,[   1    2    3 ... 2881 2882 2883],[ 0  1  4  6  9 11 15],"[1276.9203968931924, 10248, 14143.982802112603]"
82,4,[   0    1    6 ... 2874 2878 2883],[ 0  1  2  5  7  8 10 12 16],"[1175.6175064526285, 13086, 12843.625074528421]"
83,4,[   0    1    4 ... 2876 2880 2883],[ 0  1  3  7  9 10 11 15],"[1256.7576490913652, 11864, 13890.865115583945]"
84,4,[   0    1    2 ... 2879 2881 2883],[ 0  1  3  9 11 12 13 16],"[1116.6571662769688, 11640, 13746.737468971789]"
85,4,[   0    1    6 ... 2881 2882 2883],[ 0  1  2  3  6  7  8  9 10 11 12],"[1172.737194121582, 15851, 13659.064965309773]"
86,4,[   0    1    4 ... 2877 2880 2883],[ 0  1  2  4  5  6 10 12 13 14],"[1117.5206449723585, 14290, 13278.150923688605]"
87,4,[   0    1    2 ... 2874 2877 2882],[ 5  6 10 14 15],"[731.0809011519198, 7235, 13769.822509885096]"
88,4,[   0    1    2 ... 2880 2882 2883],[ 0  1  6  7  9 10 11 13 14 16],"[1095.246255893849, 14260, 14306.558087703026]"
